job_id,stage_id,task_id,job_arrival_t,task_start_t,task_end_t,task_dur,job_end_t,job_dur
61,4,1,6991646.969675502,7000924.269675502,7001032.769675502,108,7002328.769675502,10681
61,5,0,6991646.969675502,7001032.769675502,7002180.769675502,1148,7002328.769675502,10681
61,5,1,6991646.969675502,7002180.769675502,7002328.769675502,148,7002328.769675502,10681
62,0,1,7363464.439691283,7365464.439691283,7366564.539691282,1100,7372073.689691279,8609
62,0,4,7363464.439691283,7365464.439691283,7366564.539691282,1100,7372073.689691279,8609
62,0,10,7363464.439691283,7365464.439691283,7366564.539691282,1100,7372073.689691279,8609
62,0,7,7363464.439691283,7365464.439691283,7366564.539691282,1100,7372073.689691279,8609
62,0,13,7363464.439691283,7365464.439691283,7366564.539691282,1100,7372073.689691279,8609
62,0,16,7363464.439691283,7365464.439691283,7366564.539691282,1100,7372073.689691279,8609
62,0,19,7363464.439691283,7365464.439691283,7366564.539691282,1100,7372073.689691279,8609
62,0,3,7363464.439691283,7365464.439691283,7366564.539691282,1100,7372073.689691279,8609
62,0,0,7363464.439691283,7365464.439691283,7366564.539691282,1100,7372073.689691279,8609
62,0,6,7363464.439691283,7365464.439691283,7366564.539691282,1100,7372073.689691279,8609
62,0,9,7363464.439691283,7365464.439691283,7366564.539691282,1100,7372073.689691279,8609
62,0,15,7363464.439691283,7365464.439691283,7366564.539691282,1100,7372073.689691279,8609
62,0,12,7363464.439691283,7365464.439691283,7366564.539691282,1100,7372073.689691279,8609
62,0,18,7363464.439691283,7365464.439691283,7366564.539691282,1100,7372073.689691279,8609
62,0,5,7363464.439691283,7365464.439691283,7366564.539691282,1100,7372073.689691279,8609
62,0,2,7363464.439691283,7365464.439691283,7366564.539691282,1100,7372073.689691279,8609
62,0,8,7363464.439691283,7365464.439691283,7366564.539691282,1100,7372073.689691279,8609
62,0,11,7363464.439691283,7365464.439691283,7366564.539691282,1100,7372073.689691279,8609
62,0,17,7363464.439691283,7365464.439691283,7366564.539691282,1100,7372073.689691279,8609
62,0,14,7363464.439691283,7365464.439691283,7366564.539691282,1100,7372073.689691279,8609
62,1,0,7363464.439691283,7366564.539691282,7367666.539691282,1102,7372073.689691279,8609
62,1,1,7363464.439691283,7367666.539691282,7367768.539691282,102,7372073.689691279,8609
62,2,1,7363464.439691283,7367768.539691282,7368870.539691282,1102,7372073.689691279,8609
62,2,0,7363464.439691283,7368870.539691282,7368972.539691282,102,7372073.689691279,8609
62,3,0,7363464.439691283,7368972.539691282,7370072.689691283,1100,7372073.689691279,8609
62,3,3,7363464.439691283,7368972.539691282,7370072.689691283,1100,7372073.689691279,8609
62,3,6,7363464.439691283,7368972.539691282,7370072.689691283,1100,7372073.689691279,8609
62,3,12,7363464.439691283,7368972.539691282,7370072.689691283,1100,7372073.689691279,8609
62,3,9,7363464.439691283,7368972.539691282,7370072.689691283,1100,7372073.689691279,8609
62,3,15,7363464.439691283,7368972.539691282,7370072.689691283,1100,7372073.689691279,8609
62,3,18,7363464.439691283,7368972.539691282,7370072.689691283,1100,7372073.689691279,8609
62,3,5,7363464.439691283,7368972.539691282,7370072.689691283,1100,7372073.689691279,8609
62,3,2,7363464.439691283,7368972.539691282,7370072.689691283,1100,7372073.689691279,8609
62,3,8,7363464.439691283,7368972.539691282,7370072.689691283,1100,7372073.689691279,8609
62,3,11,7363464.439691283,7368972.539691282,7370072.689691283,1100,7372073.689691279,8609
62,3,17,7363464.439691283,7368972.539691282,7370072.689691283,1100,7372073.689691279,8609
