id,scheduler_name,input_feature,num_heuristics,resource_allocation,model_num_train,model_name,num_executors,cpt_scale,num_node_scale,train_data,test_data,job_arrival_rate,job_arrival_cap,num_experiments,avg_job_duration
4,HyperHeuristicScheduler,"""num_queue"",""avg_glob"", ""avg_dag"", ""avg_node""",2,DRA,100,Basis+avghdict_0324,20,1,1,TPCHDataSampler,AlibabaDataSampler,0.000125,100,100,"[17.038105791227906, 17.77286243921191, 89.50624257209756, 64.20536863521832, 51.41511783805454, 35.76414890832272, 36.66575759773372, 435.2856274043571, 32.819918240748635, 85.79056343146947, 48.93887105454515, 95.15176656358024, 30.68166565872296, 344.0209831332779, 85.02954879015823, 282.5304906046281, 121.5997805724424, 23.244429894692004, 65.67071722221581, 10.516829039056331, 77.13464856333707, 71.49448783824359, 23.405767085922964, 111.40365770070366, 65.24259124328816, 437.44444891038705, 30.473362314117455, 41.562466035277275, 83.27167263483544, 133.1074733535095, 48.366760645778925, 25.028425751492616, 242.57500712699985, 55.91683052135908, 142.64192029081448, 45.20319281695878, 35.54882565244494, 452.1840419439961, 16.033362281285303, 111.81286794924095, 19.801313140692876, 21.9870686128044, 16.4089124222162, 28.198678104317576, 91.3477505350167, 516.0651952042575, 182.89275079375543, 54.98595095049161, 11.429303149969936, 148.8572211425189, 33.59545184498327, 19.791548517338715, 13.143809658224397, 36.42457699571722, 13.332313433451166, 42.4150589621984, 176.6944752870201, 67.82587809969735, 23.779551183925253, 128.1200275714527, 35.91728638517984, 194.5438840956757, 8.621262826534407, 20.32715278317486, 204.74097126000854, 249.69342790905316, 41.56789625116168, 96.77572946758357, 51.612482207555026, 53.09211800787308, 53.35518689688133, 8.075834493135547, 19.347438625465923, 1254.5992519919062, 31.219397733764403, 185.39039437695868, 30.653056207813812, 1073.4410222115614, 95.1701038538542, 60.88850075805503, 88.39024314186514, 40.136679047091825, 82.93805515132577, 18.156032315594118, 305.1432118202272, 260.25552307097485, 118.6849972444166, 569.3830819687043, 270.0291390359502, 374.00629645833857, 226.09320067675066, 31.008752023914326, 78.48466287938506, 22.744436128664614, 322.48425892388985, 29.11856651605834, 15.09165888107767, 19.622892596830873, 30.43939656171057, 41.829276055632604]"
