id,scheduler_name,input_feature,train_data,job_arrival_cap,job_arrival_rate,num_heuristics,resource_allocation,model_num_train,model_name,num_executors,num_experiments,test_data,avg_job_duration
3,DecimaScheduler,nan,TPCHDataSampler,100,0.000125,nan,nan,100,cap100_int8,20,50,TPCHDataSampler,2700.0039724513867
3,DecimaScheduler,nan,TPCHDataSampler,100,0.000125,nan,nan,100,cap100_int8,20,50,TPCHDataSampler,3267.374759873516
3,DecimaScheduler,nan,TPCHDataSampler,100,0.000125,nan,nan,100,cap100_int8,20,50,TPCHDataSampler,3834.517215233034
3,DecimaScheduler,nan,TPCHDataSampler,100,0.000125,nan,nan,100,cap100_int8,20,50,TPCHDataSampler,2786.081693671535
3,DecimaScheduler,nan,TPCHDataSampler,100,0.000125,nan,nan,100,cap100_int8,20,50,TPCHDataSampler,2421.5877728460555
3,DecimaScheduler,nan,TPCHDataSampler,100,0.000125,nan,nan,100,cap100_int8,20,50,TPCHDataSampler,3276.6630104587894
3,DecimaScheduler,nan,TPCHDataSampler,100,0.000125,nan,nan,100,cap100_int8,20,50,TPCHDataSampler,3311.68435279089
3,DecimaScheduler,nan,TPCHDataSampler,100,0.000125,nan,nan,100,cap100_int8,20,50,TPCHDataSampler,1990.8033488145027
3,DecimaScheduler,nan,TPCHDataSampler,100,0.000125,nan,nan,100,cap100_int8,20,50,TPCHDataSampler,3381.0693297628236
3,DecimaScheduler,nan,TPCHDataSampler,100,0.000125,nan,nan,100,cap100_int8,20,50,TPCHDataSampler,2815.2182722087596
3,DecimaScheduler,nan,TPCHDataSampler,100,0.000125,nan,nan,100,cap100_int8,20,50,TPCHDataSampler,2891.905958326823
3,DecimaScheduler,nan,TPCHDataSampler,100,0.000125,nan,nan,100,cap100_int8,20,50,TPCHDataSampler,2763.3416522973016
3,DecimaScheduler,nan,TPCHDataSampler,100,0.000125,nan,nan,100,cap100_int8,20,50,TPCHDataSampler,2554.5710767625087
3,DecimaScheduler,nan,TPCHDataSampler,100,0.000125,nan,nan,100,cap100_int8,20,50,TPCHDataSampler,2773.56097219006
3,DecimaScheduler,nan,TPCHDataSampler,100,0.000125,nan,nan,100,cap100_int8,20,50,TPCHDataSampler,2883.6925622149874
3,DecimaScheduler,nan,TPCHDataSampler,100,0.000125,nan,nan,100,cap100_int8,20,50,TPCHDataSampler,2503.2547024690325
